event,date,favourite,favourite_odds,underdog,underdog_odds,result
UFC Fight Night 138,27th Oct 2018,Alex Garcia,1.5,Court McGee,3.05,Underdog
UFC Fight Night 138,27th Oct 2018,Nordine Taleb,1.91,Sean Strickland,2.2,Underdog
UFC Fight Night 138,27th Oct 2018,Nasrat Haqparast,1.14,Thibault Gouti,7.0,Favourite
UFC Fight Night 138,27th Oct 2018,Calvin Kattar,1.51,Chris Fishgold,4.2,Favourite
UFC Fight Night 138,27th Oct 2018,Sarah Moras,1.61,Talita Bernardo,2.59,Underdog
UFC Fight Night 138,27th Oct 2018,Te Edwards,1.23,Don Madge,5.0,Underdog
UFC Fight Night 138,27th Oct 2018,Arjan Bhullar,1.67,Marcelo Golm,2.5,Favourite
UFC Fight Night 138,27th Oct 2018,Stevie Ray,1.64,Jessin Ayari,2.5,Favourite
UFC 230,3rd Nov 2018,Daniel Cormier,1.29,Derrick Lewis,4.7,Favourite
UFC 230,3rd Nov 2018,Chris Weidman,1.64,Ronaldo Souza,2.5,Underdog
UFC 230,3rd Nov 2018,David Branch,1.33,Jared Cannonier,4.0,Underdog
UFC 230,3rd Nov 2018,Karl Roberson,1.32,Jack Marshman,3.95,Favourite
UFC 230,3rd Nov 2018,Israel Adesanya,1.42,Derek Brunson,3.25,Favourite
UFC 230,3rd Nov 2018,Jason Knight,1.36,Jordan Rinaldi,3.75,Underdog
UFC 230,3rd Nov 2018,Sijara Eubanks,1.2,Roxanne Modafferi,5.8,Favourite
UFC 230,3rd Nov 2018,Julio Arce,1.42,Sheymon da Silva Moraes,3.33,Underdog
UFC 230,3rd Nov 2018,Lyman Good,1.17,Ben Saunders,6.0,Favourite
UFC 230,3rd Nov 2018,Lando Vannata,1.45,Matt Frevola,3.25,Draw
UFC 230,3rd Nov 2018,Shane Burgos,1.33,Kurt Holobaugh,4.5,Favourite
UFC 230,3rd Nov 2018,Adam Wieczorek,1.6,Marcos Rogerio de Lima,2.9,Underdog
UFC Fight Night Denver,10th Nov 2018,Yair Rodriguez,1.83,Chan Sung Jung,2.22,Favourite
UFC Fight Night Denver,10th Nov 2018,Mike Perry,1.54,Donald Cerrone,2.75,Underdog
UFC Fight Night Denver,10th Nov 2018,Germaine de Randamie,1.5,Raquel Pennington,3.0,Favourite
UFC Fight Night Denver,10th Nov 2018,Beneil Dariush,1.67,Thiago Moises,2.4,Favourite
UFC Fight Night Denver,10th Nov 2018,Maycee Barber,1.25,Hannah Cifers,4.9,Favourite
UFC Fight Night Denver,10th Nov 2018,Luis Pena,1.69,Mike Trizano,2.5,Underdog
UFC Fight Night Denver,10th Nov 2018,Ashley Yoder,1.73,Amanda Cooper,2.3,Favourite
UFC Fight Night Denver,10th Nov 2018,Bobby Moffett,1.91,Chas Skelly,2.05,Favourite
UFC Fight Night Denver,10th Nov 2018,Davi Ramos,1.12,John Gunther,8.05,Favourite
UFC Fight Night Denver,10th Nov 2018,Devonte Smith,1.45,Julian Erosa,3.1,Favourite
UFC Fight Night Denver,10th Nov 2018,Eric Shelton,1.71,Joseph Morales,2.3,Favourite
UFC Fight Night Denver,10th Nov 2018,Mark Delarosa,1.4,Joby Sanchez,3.4,Favourite
UFC Fight Night 140,17th Nov 2018,Santiago Ponzinibbio,1.49,Neil Magny,2.9,Favourite
UFC Fight Night 140,17th Nov 2018,Ricardo Lamas,1.67,Darren Elkins,2.6,Favourite
UFC Fight Night 140,17th Nov 2018,Khalil Rountree,1.67,Johnny Walker,2.6,Underdog
UFC Fight Night 140,17th Nov 2018,Cezar Ferreira,1.58,Ian Heinisch,2.65,Underdog
UFC Fight Night 140,17th Nov 2018,Marlon Vera,1.33,Guido Cannetti,3.7,Favourite
UFC Fight Night 140,17th Nov 2018,Poliana Botelho,1.6,Cynthia Calvillo,2.65,Underdog
UFC Fight Night 140,17th Nov 2018,Michel Prazeres,1.7,Bartosz Fabinski,2.39,Favourite
UFC Fight Night 140,17th Nov 2018,Alexandre Pantoja,1.34,Yuta Sasaki,3.75,Favourite
UFC Fight Night 140,17th Nov 2018,Humberto Bandenay,1.45,Austin Arnett,3.25,Underdog
UFC Fight Night 140,17th Nov 2018,Hector Aldana,1.9,Laureano Staropoli,2.11,Underdog
UFC Fight Night 140,17th Nov 2018,Jesus Pinedo,1.53,Devin Powell,3.1,Favourite
UFC Fight Night 140,17th Nov 2018,Nad Narimani,1.29,Anderson dos Santos,4.48,Favourite
UFC Fight Night 141,24th Nov 2018,Curtis Blaydes,1.45,Francis Ngannou,3.03,Underdog
UFC Fight Night 141,24th Nov 2018,Sergey Pavlovich,1.83,Alistair Overeem,2.2,Underdog
UFC Fight Night 141,24th Nov 2018,Yadong Song,1.2,Vincent Morales,5.35,Favourite
UFC Fight Night 141,24th Nov 2018,Li Jingliang,1.53,David Zawada,2.9,Favourite
UFC Fight Night 141,24th Nov 2018,Kenan Song,1.91,Alex Morono,2.23,Underdog
UFC Fight Night 141,24th Nov 2018,Lauren Mueller,1.3,Yanan Wu,4.5,Underdog
UFC Fight Night 141,24th Nov 2018,Hu Yaozong,1.91,Rashad Coulter,2.15,Underdog
UFC Fight Night 141,24th Nov 2018,Weili Zhang,1.2,Jessica Aguilar,5.75,Favourite
UFC Fight Night 141,24th Nov 2018,Pingyuan Liu,1.6,Martin Day,2.9,Favourite
UFC Fight Night 141,24th Nov 2018,Yan Xiaonan,1.3,Syuri Kondo,4.7,Favourite
UFC Fight Night 141,24th Nov 2018,Kevin Holland,1.2,John Phillips,5.75,Favourite
UFC Fight Night 141,24th Nov 2018,Louis Smolka,1.62,Su Mudaerji,2.62,Favourite
TUF Finale,30th Nov 2018,Kamaru Usman,1.41,Rafael dos Anjos,3.25,Favourite
TUF Finale,30th Nov 2018,Juan Espino,1.67,Justin Frazier,2.41,Favourite
TUF Finale,30th Nov 2018,Pannie Kianzad,1.81,Macy Chiasson,2.14,Underdog
TUF Finale,30th Nov 2018,Pedro Munhoz,1.47,Bryan Caraway,3.05,Favourite
TUF Finale,30th Nov 2018,Edmen Shahbazyan,1.87,Darren Stewart,2.05,Favourite
TUF Finale,30th Nov 2018,Antonina Shevchenko,1.34,Ji Yeon Kim,3.65,Favourite
TUF Finale,30th Nov 2018,Kevin Aguilar,1.94,Rick Glenn,2.0,Favourite
TUF Finale,30th Nov 2018,Alex Perez,1.85,Joseph Benavidez,2.15,Underdog
TUF Finale,30th Nov 2018,Maurice Greene,1.53,Michel Batista,2.77,Favourite
TUF Finale,30th Nov 2018,Leah Letson,inf,Julija Stoliarenko,inf,Favourite
TUF Finale,30th Nov 2018,Roosevelt Roberts,1.33,Darrell Horcher,3.75,Favourite
TUF Finale,30th Nov 2018,Tim Means,1.28,Ricky Rainey,4.2,Favourite
TUF Finale,30th Nov 2018,Raoni Barcelos,1.22,Chris Gutierrez,5.0,Favourite
UFC Fight Night 142,1st Dec 2018,Junior dos Santos,1.69,Tai Tuivasa,2.4,Favourite
UFC Fight Night 142,1st Dec 2018,Tyson Pedro,1.21,Mauricio Rua,5.31,Underdog
UFC Fight Night 142,1st Dec 2018,Justin Willis,1.98,Mark Hunt,2.2,Favourite
UFC Fight Night 142,1st Dec 2018,Jake Matthews,1.87,Tony Martin,2.3,Underdog
UFC Fight Night 142,1st Dec 2018,Sodiq Yusuff,1.18,Suman Mokhtarian,5.8,Favourite
UFC Fight Night 142,1st Dec 2018,Jim Crute,1.38,Paul Craig,3.55,Favourite
UFC Fight Night 142,1st Dec 2018,Alexey Kunchenko,1.36,Yushin Okami,3.77,Favourite
UFC Fight Night 142,1st Dec 2018,Ben Nguyen,1.77,Wilson Reis,2.3,Underdog
UFC Fight Night 142,1st Dec 2018,Keita Nakamura,1.68,Salim Touahri,2.6,Favourite
UFC Fight Night 142,1st Dec 2018,Kai Kara-France,1.3,Elias Garcia,4.3,Favourite
UFC Fight Night 142,1st Dec 2018,Christos Giagos,1.31,Mizuto Hirota,4.19,Favourite
UFC Fight Night 142,1st Dec 2018,Damir Ismagulov,1.2,Alex Gorgees,5.5,Favourite
UFC 231,8th Dec 2018,Max Holloway,2.0,Brian Ortega,2.02,Favourite
UFC 231,8th Dec 2018,Valentina Shevchenko,1.34,Joanna Jedrzejczyk,3.65,Favourite
UFC 231,8th Dec 2018,Gunnar Nelson,1.71,Alex Oliveira,2.36,Favourite
UFC 231,8th Dec 2018,Hakeem Dawodu,1.57,Kyle Bochniak,2.76,Favourite
UFC 231,8th Dec 2018,Thiago Santos,1.54,Jimi Manuwa,2.75,Favourite
UFC 231,8th Dec 2018,Claudia Gadelha,1.36,Nina Nunes,3.7,Underdog
UFC 231,8th Dec 2018,Olivier Aubin-Mercier,1.83,Gilbert Burns,2.3,Underdog
UFC 231,8th Dec 2018,Katlyn Chookagian,1.47,Jessica Eye,3.1,Underdog
UFC 231,8th Dec 2018,Elias Theodorou,1.85,Eryk Anders,2.3,Favourite
UFC 231,8th Dec 2018,Brad Katona,1.66,Matthew Lopez,2.6,Favourite
UFC 231,8th Dec 2018,Chad Laprise,1.27,Dhiego Lima,4.3,Underdog
UFC 231,8th Dec 2018,Carlos Diego Ferreira,1.2,Kyle Nelson,5.5,Favourite
UFC 231,8th Dec 2018,Aleksandar Rakic,1.2,Devin Clark,5.55,Favourite
UFC Fight Night Milwaukee,15th Dec 2018,Kevin Lee,1.33,Al Iaquinta,4.0,Underdog
UFC Fight Night Milwaukee,15th Dec 2018,Daniel Hooker,1.87,Edson Barboza,2.1,Underdog
UFC Fight Night Milwaukee,15th Dec 2018,Rob Font,1.65,Sergio Pettis,2.48,Favourite
UFC Fight Night Milwaukee,15th Dec 2018,Charles Oliveira,1.34,Jim Miller,3.65,Favourite
UFC Fight Night Milwaukee,15th Dec 2018,Dwight Grant,1.38,Zak Ottow,3.5,Underdog
UFC Fight Night Milwaukee,15th Dec 2018,Drakkar Klose,1.44,Bobby Green,3.15,Favourite
UFC Fight Night Milwaukee,15th Dec 2018,Jared Gordon,1.89,Joaquim Silva,2.05,Underdog
UFC Fight Night Milwaukee,15th Dec 2018,Jack Hermansson,1.69,Gerald Meerschaert,2.38,Favourite
UFC Fight Night Milwaukee,15th Dec 2018,Zak Cummings,1.33,Trevor Smith,3.85,Favourite
UFC Fight Night Milwaukee,15th Dec 2018,Dan Ige,1.62,Jordan Griffin,2.5,Favourite
UFC Fight Night Milwaukee,15th Dec 2018,Adam Milstead,1.83,Mike Rodriguez,2.2,Underdog
UFC Fight Night Milwaukee,15th Dec 2018,Juan Adams,1.22,Chris de la Rocha,5.15,Favourite
UFC 232,29th Dec 2018,Jon Jones,1.38,Alexander Gustafsson,3.65,Favourite
UFC 232,29th Dec 2018,Cristiane Justino,1.57,Amanda Nunes,2.8,Underdog
UFC 232,29th Dec 2018,Michael Chiesa,1.87,Carlos Condit,2.1,Favourite
UFC 232,29th Dec 2018,Ilir Latifi,1.83,Corey Anderson,2.15,Underdog
UFC 232,29th Dec 2018,Chad Mendes,1.83,Alex Volkanovski,2.3,Underdog
UFC 232,29th Dec 2018,Walt Harris,1.5,Andrei Arlovski,2.87,Favourite
UFC 232,29th Dec 2018,Cat Zingano,1.83,Megan Anderson,2.18,Underdog
UFC 232,29th Dec 2018,Petr Yan,1.3,Douglas Silva de Andrade,3.99,Favourite
UFC 232,29th Dec 2018,Ryan Hall,1.23,B.J. Penn,4.8,Favourite
UFC 232,29th Dec 2018,Nathaniel Wood,1.85,Andre Ewell,2.11,Favourite
UFC 232,29th Dec 2018,Bevon Lewis,inf,Urijah Hall,inf,Underdog
UFC 232,29th Dec 2018,Curtis Millender,1.69,Siyar Bahadurzada,2.37,Favourite
UFC 232,29th Dec 2018,Montel Jackson,1.61,Brian Kelleher,2.67,Favourite
UFC on ESPN+ 1,19th Jan 2019,T.J. Dillashaw,1.48,Henry Cejudo,3.0,Underdog
UFC on ESPN+ 1,19th Jan 2019,Greg Hardy,1.22,Allen Crowder,5.0,Underdog
UFC on ESPN+ 1,19th Jan 2019,Gregor Gillespie,1.22,Yancy Medeiros,5.0,Favourite
UFC on ESPN+ 1,19th Jan 2019,Joseph Benavidez,1.45,Dustin Ortiz,3.05,Favourite
UFC on ESPN+ 1,19th Jan 2019,Paige VanZant,1.62,Rachael Ostovich,2.55,Favourite
UFC on ESPN+ 1,19th Jan 2019,Karl Roberson,1.95,Glover Teixeira,1.98,Underdog
UFC on ESPN+ 1,19th Jan 2019,Alexander Hernandez,1.57,Donald Cerrone,2.9,Underdog
UFC on ESPN+ 1,19th Jan 2019,Ariane Lipski,1.53,Joanne Wood,3.04,Underdog
UFC on ESPN+ 1,19th Jan 2019,Alonzo Menifield,1.4,Vinicius Moreira,3.75,Favourite
UFC on ESPN+ 1,19th Jan 2019,Cory Sandhagen,1.2,Mario Bautista,5.75,Favourite
UFC on ESPN+ 1,19th Jan 2019,Te Edwards,1.89,Dennis Bermudez,2.15,Underdog
UFC on ESPN+ 1,19th Jan 2019,Geoff Neal,1.53,Belal Muhammad,2.8,Favourite
UFC on ESPN+ 1,19th Jan 2019,Kyle Stewart,1.63,Chance Rencountre,2.5,Underdog
UFC Fight Night 144,2nd Feb 2019,Marlon Moraes,1.62,Raphael Assuncao,2.5,Favourite
UFC Fight Night 144,2nd Feb 2019,Renato Moicano,1.74,Jose Aldo,2.29,Underdog
UFC Fight Night 144,2nd Feb 2019,Demian Maia,1.58,Lyman Good,2.6,Favourite
UFC Fight Night 144,2nd Feb 2019,Charles Oliveira,1.88,David Teymur,2.03,Favourite
UFC Fight Night 144,2nd Feb 2019,Johnny Walker,1.5,Justin Ledet,2.8,Favourite
UFC Fight Night 144,2nd Feb 2019,Livia Renata Souza,1.46,Sarah Frota,2.91,Favourite
UFC Fight Night 144,2nd Feb 2019,Anthony Hernandez,1.68,Markus Perez,2.6,Underdog
UFC Fight Night 144,2nd Feb 2019,Taila Santos,1.66,Mara Romero Borella,2.5,Underdog
UFC Fight Night 144,2nd Feb 2019,Max Griffin,1.52,Thiago Alves,2.9,Underdog
UFC Fight Night 144,2nd Feb 2019,Junior Albini,1.91,Jairzinho Rozenstruik,2.03,Underdog
UFC Fight Night 144,2nd Feb 2019,Felipe Colares,inf,Geraldo De Freitas Jr.,inf,Underdog
UFC Fight Night 144,2nd Feb 2019,Ricardo Ramos,1.8,Said Nurmagomedov,2.28,Underdog
UFC Fight Night 144,2nd Feb 2019,Magomed Bibulatov,1.22,Rogerio Bontorin,4.89,Underdog
UFC 234,9th Feb 2019,Israel Adesanya,1.23,Anderson Silva,5.2,Favourite
UFC 234,9th Feb 2019,Lando Vannata,1.25,Marcos Mariano,4.8,Favourite
UFC 234,9th Feb 2019,Rani Yahya,1.94,Ricky Simon,2.0,Underdog
UFC 234,9th Feb 2019,Montana De La Rosa,1.45,Nadia Kassem,3.2,Favourite
UFC 234,9th Feb 2019,Jim Crute,1.74,Sam Alvey,2.5,Favourite
UFC 234,9th Feb 2019,Devonte Smith,inf,Dong Hyun Ma,inf,Favourite
UFC 234,9th Feb 2019,Shane Young,1.33,Austin Arnett,4.15,Favourite
UFC 234,9th Feb 2019,Kai Kara-France,1.43,Raulian Paiva,3.31,Favourite
UFC 234,9th Feb 2019,Kyung Ho Kang,1.31,Teruto Ishihara,4.05,Favourite
UFC 234,9th Feb 2019,Jalin Turner,1.48,Callan Potter,3.1,Favourite
UFC 234,9th Feb 2019,Jonathan Martinez,1.83,Wuliji Buren,2.3,Favourite
UFC on ESPN 1,17th Feb 2019,Cain Velasquez,1.56,Francis Ngannou,2.85,Underdog
UFC on ESPN 1,17th Feb 2019,James Vick,1.89,Paul Felder,2.05,Underdog
UFC on ESPN 1,17th Feb 2019,Cynthia Calvillo,1.3,Cortney Casey,4.1,Favourite
UFC on ESPN 1,17th Feb 2019,Kron Gracie,1.39,Alex Caceres,3.4,Favourite
UFC on ESPN 1,17th Feb 2019,Vicente Luque,1.24,Bryan Barberena,5.0,Favourite
UFC on ESPN 1,17th Feb 2019,Myles Jury,1.74,Andre Fili,2.26,Underdog
UFC on ESPN 1,17th Feb 2019,Jimmie Rivera,1.76,Aljamain Sterling,2.2,Underdog
UFC on ESPN 1,17th Feb 2019,Manny Bermudez,1.54,Benito Lopez,2.75,Favourite
UFC on ESPN 1,17th Feb 2019,Andrea Lee,1.57,Ashlee Evans-Smith,2.64,Favourite
UFC on ESPN 1,17th Feb 2019,Scott Holtzman,1.67,Nik Lentz,2.5,Underdog
UFC on ESPN 1,17th Feb 2019,Luke Sanders,1.74,Renan Barao,2.33,Favourite
UFC on ESPN 1,17th Feb 2019,Emily Whitmire,1.98,Alexandra Albu,2.01,Favourite
UFC Fight Night 145,23rd Feb 2019,Thiago Santos,1.85,Jan Blachowicz,2.13,Favourite
UFC Fight Night 145,23rd Feb 2019,Stefan Struve,1.92,Marcos Rogerio de Lima,2.0,Favourite
UFC Fight Night 145,23rd Feb 2019,Michal Oleksiejczuk,1.5,Gian Villante,3.0,Favourite
UFC Fight Night 145,23rd Feb 2019,Liz Carmouche,1.73,Lucie Pudilova,2.36,Favourite
UFC Fight Night 145,23rd Feb 2019,Petr Yan,1.41,John Dodson,3.5,Favourite
UFC Fight Night 145,23rd Feb 2019,Magomed Ankalaev,1.52,Klidson Farias de Abreu,2.8,Favourite
UFC Fight Night 145,23rd Feb 2019,Carlo Pedersoli Jr.,1.73,Dwight Grant,2.46,Underdog
UFC Fight Night 145,23rd Feb 2019,Chris Fishgold,1.44,Daniel Teymur,3.11,Favourite
UFC Fight Night 145,23rd Feb 2019,Gillian Robertson,1.62,Veronica Macedo,2.57,Favourite
UFC Fight Night 145,23rd Feb 2019,Damir Hadzovic,1.83,Marco Polo Reyes,2.25,Favourite
UFC Fight Night 145,23rd Feb 2019,Michel Prazeres,1.25,Ismail Naurdiev,5.0,Underdog
UFC Fight Night 145,23rd Feb 2019,Rustam Khabilov,1.77,Carlos Diego Ferreira,2.23,Underdog
UFC Fight Night 145,23rd Feb 2019,Damir Ismagulov,1.33,Joel Alvarez,3.75,Favourite
UFC 235,2nd Mar 2019,Jon Jones,1.14,Anthony Smith,6.87,Favourite
UFC 235,2nd Mar 2019,Tyron Woodley,1.57,Kamaru Usman,2.75,Underdog
UFC 235,2nd Mar 2019,Ben Askren,1.43,Robbie Lawler,3.4,Favourite
UFC 235,2nd Mar 2019,Weili Zhang,1.8,Tecia Torres,2.4,Favourite
UFC 235,2nd Mar 2019,Cody Garbrandt,1.66,Pedro Munhoz,2.5,Underdog
UFC 235,2nd Mar 2019,Zabit Magomedsharipov,1.36,Jeremy Stephens,3.7,Favourite
UFC 235,2nd Mar 2019,Johnny Walker,1.62,Misha Cirkunov,2.67,Favourite
UFC 235,2nd Mar 2019,Cody Stamann,1.6,Alejandro Perez,2.62,Favourite
UFC 235,2nd Mar 2019,Mickey Gall,1.45,Diego Sanchez,3.1,Underdog
UFC 235,2nd Mar 2019,Edmen Shahbazyan,1.7,Charles Byrd,2.47,Favourite
UFC 235,2nd Mar 2019,Macy Chiasson,1.21,Gina Mazany,5.35,Favourite
UFC 235,2nd Mar 2019,Polyana Viana,1.36,Hannah Cifers,3.5,Underdog
UFC Fight Night 146,9th Mar 2019,Junior dos Santos,1.53,Derrick Lewis,2.84,Favourite
UFC Fight Night 146,9th Mar 2019,Curtis Millender,1.87,Elizeu Zaleski dos Santos,2.1,Underdog
UFC Fight Night 146,9th Mar 2019,Tim Means,1.54,Niko Price,2.85,Underdog
UFC Fight Night 146,9th Mar 2019,Ben Rothwell,2.0,Blagoy Ivanov,2.07,Underdog
UFC Fight Night 146,9th Mar 2019,Beneil Dariush,1.53,Drew Dober,2.9,Favourite
UFC Fight Night 146,9th Mar 2019,Omari Akhmedov,1.71,Tim Boetsch,2.37,Favourite
UFC Fight Night 146,9th Mar 2019,Tony Martin,1.5,Sergio Moraes,3.06,Favourite
UFC Fight Night 146,9th Mar 2019,Yana Santos,1.57,Marion Reneau,2.88,Favourite
UFC Fight Night 146,9th Mar 2019,Grant Dawson,1.57,Julian Erosa,2.85,Favourite
UFC Fight Night 146,9th Mar 2019,Jeff Hughes,1.45,Maurice Greene,3.2,Underdog
UFC Fight Night 146,9th Mar 2019,Louis Smolka,1.81,Matt Schnell,2.15,Underdog
UFC Fight Night 146,9th Mar 2019,Alex Morono,1.58,Zak Ottow,2.62,Favourite
UFC Fight Night 146,9th Mar 2019,Alex White,1.76,Dan Moret,2.25,Favourite
UFC Fight Night 147,16th Mar 2019,Darren Till,1.47,Jorge Masvidal,3.0,Underdog
UFC Fight Night 147,16th Mar 2019,Leon Edwards,1.74,Gunnar Nelson,2.3,Favourite
UFC Fight Night 147,16th Mar 2019,Dominick Reyes,1.4,Volkan Oezdemir,3.3,Favourite
UFC Fight Night 147,16th Mar 2019,Nathaniel Wood,1.33,Jose Quinonez,3.75,Favourite
UFC Fight Night 147,16th Mar 2019,Claudio Silva,1.69,Danny Roberts,2.35,Favourite
UFC Fight Night 147,16th Mar 2019,Jack Marshman,1.77,John Phillips,2.3,Favourite
UFC Fight Night 147,16th Mar 2019,Arnold Allen,1.72,Jordan Rinaldi,2.33,Favourite
UFC Fight Night 147,16th Mar 2019,Joseph Duffy,1.57,Marc Diakiese,2.65,Underdog
UFC Fight Night 147,16th Mar 2019,Saparbek Safarov,inf,Nick Negumereanu,inf,Favourite
UFC Fight Night 147,16th Mar 2019,Dan Ige,1.75,Danny Henry,2.3,Favourite
UFC Fight Night 147,16th Mar 2019,Molly McCann,1.57,Priscila Cachoeira,2.8,Favourite
UFC Fight Night 147,16th Mar 2019,Nad Narimani,1.79,Mike Grundy,2.2,Underdog
UFC Fight Night 148,23rd Mar 2019,Stephen Thompson,1.33,Anthony Pettis,4.55,Underdog
UFC Fight Night 148,23rd Mar 2019,Curtis Blaydes,1.4,Justin Willis,3.4,Favourite
UFC Fight Night 148,23rd Mar 2019,John Makdessi,1.34,Jesus Pinedo,3.6,Favourite
UFC Fight Night 148,23rd Mar 2019,Deiveson Figueiredo,1.69,Jussier Formiga,2.35,Underdog
UFC Fight Night 148,23rd Mar 2019,Luis Pena,1.47,Steven Peterson,3.04,Favourite
UFC Fight Night 148,23rd Mar 2019,Maycee Barber,1.4,J.J. Aldrich,3.35,Favourite
UFC Fight Night 148,23rd Mar 2019,Bobby Moffett,1.73,Bryce Mitchell,2.35,Underdog
UFC Fight Night 148,23rd Mar 2019,Marlon Vera,1.62,Frankie Saenz,2.5,Favourite
UFC Fight Night 148,23rd Mar 2019,Alexis Davis,1.71,Jennifer Maia,2.33,Underdog
UFC Fight Night 148,23rd Mar 2019,Angela Hill,1.74,Randa Markos,2.35,Underdog
UFC Fight Night 148,23rd Mar 2019,Chris Gutierrez,1.44,Ryan MacDonald,3.45,Favourite
UFC Fight Night 148,23rd Mar 2019,Eric Shelton,1.79,Jordan Espinosa,2.5,Underdog
UFC on ESPN 2,30th Mar 2019,Edson Barboza,1.85,Justin Gaethje,2.1,Underdog
UFC on ESPN 2,30th Mar 2019,Jack Hermansson,1.8,David Branch,2.25,Favourite
UFC on ESPN 2,30th Mar 2019,Michael Johnson,1.8,Josh Emmett,2.25,Underdog
UFC on ESPN 2,30th Mar 2019,Karolina Kowalkiewicz,1.69,Michelle Waterson,2.45,Underdog
UFC on ESPN 2,30th Mar 2019,Kennedy Nzechukwu,1.59,Paul Craig,2.67,Underdog
UFC on ESPN 2,30th Mar 2019,Sodiq Yusuff,1.72,Sheymon da Silva Moraes,2.31,Favourite
UFC on ESPN 2,30th Mar 2019,Marina Alcalde Rodriguez,1.3,Jessica Aguilar,4.14,Favourite
UFC on ESPN 2,30th Mar 2019,Desmond Green,1.22,Ross Pearson,5.5,Favourite
UFC on ESPN 2,30th Mar 2019,Enrique Barzola,1.83,Kevin Aguilar,2.2,Underdog
UFC on ESPN 2,30th Mar 2019,Kevin Holland,1.5,Gerald Meerschaert,2.9,Favourite
UFC on ESPN 2,30th Mar 2019,Ray Borg,1.44,Casey Kenney,3.25,Underdog
UFC on ESPN 2,30th Mar 2019,Sabina Mazo,1.67,Maryna Moroz,2.41,Underdog
UFC on ESPN 2,30th Mar 2019,Alex Perez,1.3,Mark Delarosa,4.28,Favourite
UFC 236,13th Apr 2019,Max Holloway,1.48,Dustin Poirier,3.15,Underdog
UFC 236,13th Apr 2019,Israel Adesanya,1.61,Kelvin Gastelum,2.65,Favourite
UFC 236,13th Apr 2019,Eryk Anders,1.55,Khalil Rountree,2.7,Underdog
UFC 236,13th Apr 2019,Dwight Grant,1.88,Alan Jouban,2.15,Favourite
UFC 236,13th Apr 2019,Nikita Krylov,1.87,Ovince St Preux,2.2,Favourite
UFC 236,13th Apr 2019,Jalin Turner,1.68,Matt Frevola,2.5,Underdog
UFC 236,13th Apr 2019,Alexandre Pantoja,1.67,Wilson Reis,2.55,Favourite
UFC 236,13th Apr 2019,Zelim Imadaev,1.83,Max Griffin,2.16,Underdog
UFC 236,13th Apr 2019,Boston Salmon,1.73,Khalid Taha,2.45,Underdog
UFC 236,13th Apr 2019,Belal Muhammad,1.73,Curtis Millender,2.4,Favourite
UFC 236,13th Apr 2019,Montel Jackson,1.2,Andre Soukhamthath,5.75,Favourite
UFC 236,13th Apr 2019,Poliana Botelho,1.65,Lauren Mueller,2.5,Favourite
UFC 236,13th Apr 2019,Brandon Davis,1.63,Randy Costa,2.65,Favourite
UFC Fight Night 149,20th Apr 2019,Alistair Overeem,1.44,Aleksei Oleinik,3.25,Favourite
UFC Fight Night 149,20th Apr 2019,Islam Makhachev,1.33,Arman Tsarukyan,3.8,Favourite
UFC Fight Night 149,20th Apr 2019,Sergey Pavlovich,1.38,Marcelo Golm,3.65,Favourite
UFC Fight Night 149,20th Apr 2019,Antonina Shevchenko,1.37,Roxanne Modafferi,3.75,Underdog
UFC Fight Night 149,20th Apr 2019,Krzysztof Jotko,1.53,Alen Amedovski,2.95,Favourite
UFC Fight Night 149,20th Apr 2019,Movsar Evloev,1.3,Seung Woo Choi,4.81,Favourite
UFC Fight Night 149,20th Apr 2019,Sultan Aliev,1.91,Keita Nakamura,2.11,Favourite
UFC Fight Night 149,20th Apr 2019,Alexander Yakovlev,1.73,Alex da Silva,2.36,Favourite
UFC Fight Night 149,20th Apr 2019,Marcin Tybura,1.78,Shamil Abdurakhimov,2.3,Underdog
UFC Fight Night 149,20th Apr 2019,Michal Oleksiejczuk,1.5,Gadzhimurad Antigulov,2.9,Favourite
UFC Fight Night 149,20th Apr 2019,Rafael Fiziev,2.25,Magomed Mustafaev,2.25,Underdog
UFC on ESPN 3,27th Apr 2019,Ronaldo Souza,1.5,Jack Hermansson,3.0,Underdog
UFC on ESPN 3,27th Apr 2019,Dmitry Smoliakov,inf,Greg Hardy,inf,Underdog
UFC on ESPN 3,27th Apr 2019,Alex Oliveira,1.62,Mike Perry,2.5,Underdog
UFC on ESPN 3,27th Apr 2019,Glover Teixeira,1.92,Ion Cutelaba,2.05,Favourite
UFC on ESPN 3,27th Apr 2019,John Lineker,1.69,Cory Sandhagen,2.4,Underdog
UFC on ESPN 3,27th Apr 2019,Roosevelt Roberts,1.23,Thomas Gifford,5.0,Favourite
UFC on ESPN 3,27th Apr 2019,Takashi Sato,1.47,Ben Saunders,3.05,Favourite
UFC on ESPN 3,27th Apr 2019,Augusto Sakai,1.67,Andrei Arlovski,2.5,Favourite
UFC on ESPN 3,27th Apr 2019,Carla Esparza,2.0,Virna Jandiroba,2.16,Favourite
UFC on ESPN 3,27th Apr 2019,Gilbert Burns,1.42,Mike Davis,3.25,Favourite
UFC on ESPN 3,27th Apr 2019,Jim Miller,1.87,Jason Gonzalez,2.25,Favourite
UFC on ESPN 3,27th Apr 2019,Angela Hill,1.22,Jodie Esquibel,6.05,Favourite
UFC on ESPN 3,27th Apr 2019,Court McGee,1.69,Dhiego Lima,2.6,Underdog
